DynamicCrafter,DynamicCrafter,100.00
DynamicCrafter,Latte,43.20
DynamicCrafter,OpenSora,47.10
DynamicCrafter,Pika,98.00
DynamicCrafter,SEINE,99.50
DynamicCrafter,Crafter,98.40
DynamicCrafter,Gen2,98.80
DynamicCrafter,HotShot,99.43
DynamicCrafter,Lavie,85.40
DynamicCrafter,ModelScope,80.00
DynamicCrafter,MoonValley,92.97
DynamicCrafter,MorphStudio,95.29
DynamicCrafter,Show_1,82.71
DynamicCrafter,WildScrape,70.79
DynamicCrafter,Sora,92.86
DynamicCrafter,MSR-VTT,95.40
Latte,DynamicCrafter,66.70
Latte,Latte,85.00
Latte,OpenSora,22.60
Latte,Pika,55.20
Latte,SEINE,67.20
Latte,Crafter,65.80
Latte,Gen2,77.60
Latte,HotShot,65.71
Latte,Lavie,37.90
Latte,ModelScope,54.00
Latte,MoonValley,48.08
Latte,MorphStudio,25.57
Latte,Show_1,22.43
Latte,WildScrape,26.37
Latte,Sora,25.00
Latte,MSR-VTT,93.70
Pika,DynamicCrafter,74.30
Pika,Latte,9.10
Pika,OpenSora,30.50
Pika,Pika,82.00
Pika,SEINE,82.20
Pika,Crafter,79.70
Pika,Gen2,82.30
Pika,HotShot,80.86
Pika,Lavie,45.30
Pika,ModelScope,67.86
Pika,MoonValley,62.94
Pika,MorphStudio,71.00
Pika,Show_1,45.29
Pika,WildScrape,55.03
Pika,Sora,78.57
Pika,MSR-VTT,98.20
SEINE,DynamicCrafter,99.60
SEINE,Latte,65.00
SEINE,OpenSora,52.10
SEINE,Pika,98.10
SEINE,SEINE,99.40
SEINE,Crafter,98.00
SEINE,Gen2,98.70
SEINE,HotShot,99.86
SEINE,Lavie,88.20
SEINE,ModelScope,89.71
SEINE,MoonValley,93.13
SEINE,MorphStudio,96.29
SEINE,Show_1,92.71
SEINE,WildScrape,81.40
SEINE,Sora,98.21
SEINE,MSR-VTT,67.00
Crafter,DynamicCrafter,100.00
Crafter,Latte,100.00
Crafter,OpenSora,100.00
Crafter,Pika,100.00
Crafter,SEINE,100.00
Crafter,Crafter,100.00
Crafter,Gen2,100.00
Crafter,HotShot,100.00
Crafter,Lavie,100.00
Crafter,ModelScope,100.00
Crafter,MoonValley,100.00
Crafter,MorphStudio,100.00
Crafter,Show_1,100.00
Crafter,WildScrape,100.00
Crafter,Sora,100.00
Crafter,MSR-VTT,0.00
Gen2,DynamicCrafter,89.10
Gen2,Latte,49.80
Gen2,OpenSora,32.10
Gen2,Pika,88.90
Gen2,SEINE,95.30
Gen2,Crafter,91.40
Gen2,Gen2,94.90
Gen2,HotShot,86.86
Gen2,Lavie,57.50
Gen2,ModelScope,85.29
Gen2,MoonValley,85.46
Gen2,MorphStudio,85.29
Gen2,Show_1,67.57
Gen2,WildScrape,67.07
Gen2,Sora,87.50
Gen2,MSR-VTT,90.00
HotShot,DynamicCrafter,73.40
HotShot,Latte,23.30
HotShot,OpenSora,41.10
HotShot,Pika,74.30
HotShot,SEINE,86.20
HotShot,Crafter,69.00
HotShot,Gen2,75.40
HotShot,HotShot,97.71
HotShot,Lavie,43.10
HotShot,ModelScope,59.14
HotShot,MoonValley,38.18
HotShot,MorphStudio,50.29
HotShot,Show_1,48.57
HotShot,WildScrape,50.44
HotShot,Sora,62.50
HotShot,MSR-VTT,97.80
Lavie,DynamicCrafter,100.00
Lavie,Latte,100.00
Lavie,OpenSora,100.00
Lavie,Pika,100.00
Lavie,SEINE,100.00
Lavie,Crafter,100.00
Lavie,Gen2,100.00
Lavie,HotShot,100.00
Lavie,Lavie,100.00
Lavie,ModelScope,100.00
Lavie,MoonValley,100.00
Lavie,MorphStudio,100.00
Lavie,Show_1,100.00
Lavie,WildScrape,100.00
Lavie,Sora,100.00
Lavie,MSR-VTT,0.00
ModelScope,DynamicCrafter,0.00
ModelScope,Latte,0.00
ModelScope,OpenSora,0.00
ModelScope,Pika,0.00
ModelScope,SEINE,0.00
ModelScope,Crafter,0.00
ModelScope,Gen2,0.00
ModelScope,HotShot,0.00
ModelScope,Lavie,0.00
ModelScope,ModelScope,0.00
